device_id,date,pm1,pm2_5,pm10
0CDC7E3EFA3C,2022-11-05,18.3477,21.0726,29.9831
0CDC7E3EFA3C,2022-11-04,30.205,34.265,46.8358
0CDC7E3EFA3C,2022-11-03,49.3344,56.4911,75.4167
0CDC7E3EFA3C,2022-11-02,34.6674,40.307,54.1636
0CDC7E3EFA3C,2022-11-01,37.4608,41.6223,55.2719
0CDC7E3DED24,2022-11-30,29.8348,35.7277,50.8176
0CDC7E3DED24,2022-11-29,31.7101,38.1702,54.0431
0CDC7E3DED24,2022-11-28,32.2745,38.4842,55.1302
0CDC7E3DED24,2022-11-27,39.8774,46.1829,63.4932
0CDC7E3DED24,2022-11-26,75.4781,86.6326,110.4619
0CDC7E3DED24,2022-11-25,72.3075,84.2719,108.1539
0CDC7E3DED24,2022-11-24,83.1567,97.6484,124.5014
0CDC7E3DED24,2022-11-23,39.2224,45.5632,60.5486
0CDC7E3DED24,2022-11-22,102.46,122.6401,156.8436
0CDC7E3DED24,2022-11-21,45.4462,53.7222,71.4461
0CDC7E3DED24,2022-11-20,16.6229,20.4813,30.196
0CDC7E3DED24,2022-11-19,27.5184,32.2022,46.3404
0CDC7E3DED24,2022-11-18,52.5195,61.3509,80.4397
0CDC7E3DED24,2022-11-17,74.4527,86.2472,109.7528
0CDC7E3DED24,2022-11-16,73.6888,82.2478,103.9121
0CDC7E3DED24,2022-11-15,81.2583,92.6893,117.4587
0CDC7E3DED24,2022-11-14,83.4329,95.0614,120.3454
0CDC7E3DED24,2022-11-13,75.8171,85.0885,108.3976
0CDC7E3DED24,2022-11-12,48.288,54.5337,72.2226
0CDC7E3DED24,2022-11-11,51.6307,57.664,74.3036
0CDC7E3DED24,2022-11-10,69.6014,78.5063,101.3141
0CDC7E3DED24,2022-11-09,78.2398,91.3484,117.35
0CDC7E3DED24,2022-11-08,63.482,74.5266,97.0305
0CDC7E3DED24,2022-11-07,34.2641,40.849,57.0997
0CDC7E3DED24,2022-11-06,15.7951,18.7181,28.4734
0CDC7E3DED24,2022-11-05,13.9866,17.2619,25.985
0CDC7E3DED24,2022-11-04,35.3042,41.2406,57.3936
0CDC7E3DED24,2022-11-03,54.9192,63.4515,82.8164
0CDC7E3DED24,2022-11-02,53.4803,61.359,79.9048
0CDC7E3DED24,2022-11-01,47.0051,53.1501,70.025
349454004704,2022-11-30,44.2629,48.1646,63.5085
349454004704,2022-11-29,41.2396,45.3555,60.0895
349454004704,2022-11-28,52.8745,62.2051,81.4164
349454004704,2022-11-27,23.6778,26.5587,36.9573
349454004704,2022-11-26,50.2007,54.7183,71.263
349454004704,2022-11-25,41.0653,44.2658,58.6624
349454004704,2022-11-24,34.4668,37.5014,50.7283
349454004704,2022-11-23,22.8274,25.0095,35.6138
349454004704,2022-11-22,16.5632,18.764,27.2528
349454004704,2022-11-21,22.3952,25.106,35.2199
349454004704,2022-11-20,14.9911,16.9369,24.7763
